row	angle	predicted_obs	measured_obs	error	dchi
1109	56.630	0.66158E+00	0.62350E+00	0.13200E-01	-0.410E+00
1110	63.260	0.69549E+00	0.65840E+00	0.13500E-01	-0.640E+00
1111	69.510	0.72687E+00	0.71170E+00	0.13500E-01	-0.242E+01
1112	75.520	0.75582E+00	0.74560E+00	0.13800E-01	-0.286E+01
1113	81.370	0.78222E+00	0.75530E+00	0.13800E-01	-0.178E+01
1114	87.130	0.80596E+00	0.80520E+00	0.14200E-01	-0.368E+01
1115	92.870	0.82692E+00	0.80580E+00	0.14000E-01	-0.237E+01
1116	98.630	0.84484E+00	0.84150E+00	0.14300E-01	-0.365E+01
1117	104.480	0.85950E+00	0.84900E+00	0.14200E-01	-0.324E+01
1118	110.490	0.87065E+00	0.84940E+00	0.14200E-01	-0.253E+01
1119	116.740	0.87798E+00	0.82090E+00	0.13900E-01	-0.468E-01
1120	123.370	0.88116E+00	0.81050E+00	0.13800E-01	0.922E+00
1121	130.540	0.87983E+00	0.80640E+00	0.13600E-01	0.115E+01
1122	138.590	0.87359E+00	0.78630E+00	0.13500E-01	0.221E+01
1123	148.210	0.86205E+00	0.76450E+00	0.13100E-01	0.312E+01
1124	161.810	0.84477E+00	0.74420E+00	0.12900E-01	0.349E+01
1125	10.000	0.49644E+00	0.28500E+00	0.46000E-01	0.309E+01
1126	30.000	0.55298E+00	0.42100E+00	0.26000E-01	0.211E+01
1127	50.000	0.64682E+00	0.63000E+00	0.37000E-01	-0.198E+01
1128	70.000	0.75165E+00	0.74000E+00	0.41000E-01	-0.227E+01
1129	90.000	0.84184E+00	0.72800E+00	0.38000E-01	-0.895E-01
1130	110.000	0.89604E+00	0.78200E+00	0.42000E-01	-0.256E+00
1131	130.000	0.90557E+00	0.68600E+00	0.43000E-01	0.217E+01
1132	150.000	0.88348E+00	0.74300E+00	0.39000E-01	0.447E+00
1133	170.000	0.85976E+00	0.82000E+00	0.76000E-01	-0.105E+01
1134	25.800	0.54727E+00	0.45000E+00	0.10000E+00	0.104E+01
1135	45.900	0.63800E+00	0.50000E+00	0.70000E-01	0.208E+01
1136	77.000	0.80183E+00	0.83000E+00	0.18000E+00	-0.103E+00
1137	106.700	0.90764E+00	0.10100E+01	0.90000E-01	-0.102E+01
1138	135.800	0.91801E+00	0.10200E+01	0.80000E-01	-0.114E+01
1139	161.000	0.88387E+00	0.91000E+00	0.80000E-01	-0.193E+00
1140	10.000	0.51521E+00	0.37500E+00	0.58000E-01	0.144E+01
1141	30.000	0.57457E+00	0.47100E+00	0.27000E-01	0.150E+01
1142	50.000	0.67295E+00	0.63600E+00	0.37000E-01	-0.100E+01
1143	70.000	0.78258E+00	0.66500E+00	0.40000E-01	0.788E+00
1144	90.000	0.87645E+00	0.74000E+00	0.38000E-01	0.105E+01
1145	110.000	0.93212E+00	0.86100E+00	0.43000E-01	-0.730E+00
1146	130.000	0.94068E+00	0.84100E+00	0.46000E-01	-0.821E-01
1147	150.000	0.91618E+00	0.88900E+00	0.41000E-01	-0.179E+01
1148	170.000	0.89049E+00	0.64200E+00	0.78000E-01	0.193E+01
1149	10.000	0.52779E+00	0.38700E+00	0.61000E-01	0.120E+01
1150	30.000	0.58906E+00	0.50100E+00	0.28000E-01	0.459E+00
1151	50.000	0.69054E+00	0.65200E+00	0.38000E-01	-0.131E+01
1152	70.000	0.80344E+00	0.65800E+00	0.41000E-01	0.104E+01
1153	90.000	0.89981E+00	0.75100E+00	0.40000E-01	0.848E+00
1154	110.000	0.95646E+00	0.85200E+00	0.44000E-01	-0.402E+00
1155	130.000	0.96434E+00	0.82900E+00	0.46000E-01	0.265E+00
1156	150.000	0.93818E+00	0.85900E+00	0.42000E-01	-0.967E+00
1157	170.000	0.91115E+00	0.65600E+00	0.72000E-01	0.193E+01
1158	18.190	0.55787E+00	0.43630E+00	0.10600E-01	0.805E+01
1159	31.790	0.60987E+00	0.51890E+00	0.12100E-01	0.424E+01
1160	41.410	0.65807E+00	0.58700E+00	0.13100E-01	0.216E+01
1161	49.460	0.70291E+00	0.64660E+00	0.14700E-01	0.720E+00
1162	56.630	0.74457E+00	0.70440E+00	0.14100E-01	-0.585E+00
1163	63.260	0.78332E+00	0.72760E+00	0.14200E-01	0.336E+00
1164	69.510	0.81905E+00	0.78750E+00	0.14500E-01	-0.150E+01
1165	75.520	0.85188E+00	0.81760E+00	0.14700E-01	-0.144E+01
1166	81.370	0.88167E+00	0.86990E+00	0.15100E-01	-0.302E+01
1167	87.130	0.90828E+00	0.90260E+00	0.15300E-01	-0.349E+01
1168	92.870	0.93158E+00	0.91270E+00	0.15300E-01	-0.273E+01
1169	98.630	0.95124E+00	0.93480E+00	0.15500E-01	-0.293E+01
1170	104.480	0.96703E+00	0.95300E+00	0.15600E-01	-0.313E+01
1171	110.490	0.97865E+00	0.96610E+00	0.15700E-01	-0.326E+01
1172	116.740	0.98572E+00	0.93710E+00	0.15300E-01	-0.101E+01
1173	123.370	0.98788E+00	0.91190E+00	0.15000E-01	0.782E+00
1174	130.540	0.98470E+00	0.91050E+00	0.14900E-01	0.682E+00
1175	138.590	0.97574E+00	0.87820E+00	0.14600E-01	0.233E+01
1176	148.210	0.96053E+00	0.86090E+00	0.14400E-01	0.258E+01
1177	161.810	0.93855E+00	0.83410E+00	0.14000E-01	0.310E+01
1178	10.000	0.54704E+00	0.32900E+00	0.43000E-01	0.329E+01
1179	30.000	0.61130E+00	0.54400E+00	0.30000E-01	-0.615E+00
1180	50.000	0.71756E+00	0.68000E+00	0.40000E-01	-0.158E+01
1181	70.000	0.83552E+00	0.79900E+00	0.44000E-01	-0.183E+01
1182	90.000	0.93574E+00	0.82100E+00	0.41000E-01	-0.403E+00
1183	110.000	0.99388E+00	0.85100E+00	0.44000E-01	0.792E-01
1184	130.000	0.10006E+01	0.79900E+00	0.46000E-01	0.133E+01
1185	150.000	0.97185E+00	0.79000E+00	0.41000E-01	0.111E+01
1186	170.000	0.94272E+00	0.68500E+00	0.69000E-01	0.182E+01
1187	10.000	0.56637E+00	0.37400E+00	0.51000E-01	0.227E+01
1188	30.000	0.63367E+00	0.52200E+00	0.29000E-01	0.900E+00
1189	50.000	0.74481E+00	0.70200E+00	0.40000E-01	-0.144E+01
1190	70.000	0.86790E+00	0.79400E+00	0.44000E-01	-0.984E+00
1191	90.000	0.97199E+00	0.76100E+00	0.41000E-01	0.195E+01
1192	110.000	0.10316E+01	0.93700E+00	0.46000E-01	-0.972E+00
1193	130.000	0.10371E+01	0.92900E+00	0.49000E-01	-0.651E+00
1194	150.000	0.10056E+01	0.84900E+00	0.43000E-01	0.485E+00
1195	170.000	0.97431E+00	0.74200E+00	0.76000E-01	0.133E+01
1196	10.000	0.58578E+00	0.69300E+00	0.18400E+00	-0.916E+00
1197	30.000	0.65617E+00	0.57000E+00	0.30000E-01	0.584E+00
1198	50.000	0.77228E+00	0.71900E+00	0.40000E-01	-0.688E+00
1199	70.000	0.90057E+00	0.84600E+00	0.45000E-01	-0.882E+00
1200	90.000	0.10086E+01	0.91200E+00	0.44000E-01	-0.204E+00
1201	110.000	0.10696E+01	0.91100E+00	0.47000E-01	0.993E+00
1202	130.000	0.10738E+01	0.94300E+00	0.50000E-01	0.370E+00
1203	150.000	0.10395E+01	0.89000E+00	0.45000E-01	0.905E+00
1204	170.000	0.10059E+01	0.86700E+00	0.10000E+00	0.337E+00
1205	18.190	0.61980E+00	0.48690E+00	0.11600E-01	0.819E+01
1206	31.790	0.67949E+00	0.57380E+00	0.13300E-01	0.482E+01
1207	41.410	0.73471E+00	0.64280E+00	0.14300E-01	0.328E+01
1208	49.460	0.78593E+00	0.71470E+00	0.15000E-01	0.154E+01
1209	56.630	0.83342E+00	0.80370E+00	0.15400E-01	-0.138E+01
1210	63.260	0.87745E+00	0.81610E+00	0.15600E-01	0.491E+00
1211	69.510	0.91793E+00	0.87940E+00	0.15800E-01	-0.112E+01
1212	75.520	0.95496E+00	0.91890E+00	0.16000E-01	-0.140E+01
1213	81.370	0.98840E+00	0.98230E+00	0.16500E-01	-0.330E+01
1214	87.130	0.10181E+01	0.99720E+00	0.16600E-01	-0.250E+01
1215	92.870	0.10438E+01	0.10527E+01	0.17000E-01	-0.428E+01
1216	98.630	0.10653E+01	0.10477E+01	0.17000E-01	-0.280E+01
1217	104.480	0.10822E+01	0.10608E+01	0.17100E-01	-0.262E+01
1218	110.490	0.10941E+01	0.10599E+01	0.17000E-01	-0.193E+01
1219	116.740	0.11007E+01	0.10640E+01	0.17000E-01	-0.180E+01
1220	123.370	0.11016E+01	0.10398E+01	0.16700E-01	-0.338E+00
1221	130.540	0.10962E+01	0.10206E+01	0.16400E-01	0.516E+00
1222	138.590	0.10840E+01	0.98680E+00	0.15900E-01	0.194E+01
1223	148.210	0.10644E+01	0.95370E+00	0.15600E-01	0.292E+01
1224	161.810	0.10371E+01	0.93880E+00	0.15400E-01	0.226E+01
1225	10.000	0.60628E+00	0.43500E+00	0.60000E-01	0.159E+01
1226	30.000	0.67999E+00	0.57500E+00	0.30000E-01	0.673E+00
1227	50.000	0.80141E+00	0.75200E+00	0.41000E-01	-0.123E+01
1228	70.000	0.93525E+00	0.86800E+00	0.46000E-01	-0.107E+01
1229	90.000	0.10474E+01	0.87300E+00	0.43000E-01	0.102E+01
1230	110.000	0.11099E+01	0.93200E+00	0.46000E-01	0.858E+00
1231	130.000	0.11127E+01	0.99200E+00	0.51000E-01	-0.355E+00
1232	150.000	0.10752E+01	0.89800E+00	0.45000E-01	0.959E+00
1233	170.000	0.10392E+01	0.10430E+01	0.11000E+00	-0.121E+01
1234	10.000	0.62636E+00	0.50200E+00	0.98000E-01	0.551E+00
1235	30.000	0.70337E+00	0.58700E+00	0.31000E-01	0.120E+01
1236	50.000	0.83005E+00	0.82200E+00	0.43000E-01	-0.198E+01
1237	70.000	0.96938E+00	0.92600E+00	0.49000E-01	-0.134E+01
1238	90.000	0.10856E+01	0.93400E+00	0.45000E-01	0.657E+00
1239	110.000	0.11494E+01	0.10590E+01	0.50000E-01	-0.775E+00
1240	130.000	0.11507E+01	0.97000E+00	0.53000E-01	0.970E+00
1241	150.000	0.11101E+01	0.90500E+00	0.46000E-01	0.175E+01
1242	170.000	0.10717E+01	0.91900E+00	0.95000E-01	0.339E+00
1243	10.000	0.64730E+00	0.50100E+00	0.10600E+00	0.626E+00
1244	30.000	0.72780E+00	0.57400E+00	0.32000E-01	0.200E+01
1245	50.000	0.86005E+00	0.76600E+00	0.44000E-01	-0.278E+00
1246	70.000	0.10051E+01	0.98300E+00	0.52000E-01	-0.196E+01
1247	90.000	0.11256E+01	0.10080E+01	0.47000E-01	-0.458E+00
1248	110.000	0.11908E+01	0.10530E+01	0.52000E-01	-0.179E+00
1249	130.000	0.11904E+01	0.10050E+01	0.55000E-01	0.697E+00
1250	150.000	0.11465E+01	0.93900E+00	0.48000E-01	0.137E+01
1251	170.000	0.11054E+01	0.10140E+01	0.10800E+00	-0.419E+00
1252	18.190	0.68453E+00	0.53320E+00	0.13500E-01	0.863E+01
1253	31.790	0.75261E+00	0.65300E+00	0.15300E-01	0.400E+01
1254	41.410	0.81543E+00	0.74890E+00	0.16600E-01	0.151E+01
1255	49.460	0.87357E+00	0.82210E+00	0.17100E-01	0.408E+00
1256	56.630	0.92734E+00	0.83790E+00	0.17300E-01	0.244E+01
1257	63.260	0.97705E+00	0.95520E+00	0.18000E-01	-0.155E+01
1258	69.510	0.10226E+01	0.10052E+01	0.18200E-01	-0.191E+01
1259	75.520	0.10641E+01	0.10613E+01	0.18500E-01	-0.278E+01
1260	81.370	0.11014E+01	0.11246E+01	0.19200E-01	-0.413E+01
1261	87.130	0.11343E+01	0.11532E+01	0.19200E-01	-0.400E+01
1262	92.870	0.11625E+01	0.11861E+01	0.19500E-01	-0.425E+01
1263	98.630	0.11858E+01	0.11852E+01	0.19400E-01	-0.308E+01
1264	104.480	0.12037E+01	0.11798E+01	0.19300E-01	-0.194E+01
1265	110.490	0.12158E+01	0.11788E+01	0.19100E-01	-0.131E+01
1266	116.740	0.12217E+01	0.11677E+01	0.19000E-01	-0.434E+00
1267	123.370	0.12209E+01	0.11444E+01	0.18800E-01	0.760E+00
1268	130.540	0.12128E+01	0.11209E+01	0.18300E-01	0.165E+01
1269	138.590	0.11968E+01	0.10949E+01	0.18000E-01	0.228E+01
1270	148.210	0.11724E+01	0.10720E+01	0.17700E-01	0.230E+01
1271	161.810	0.11389E+01	0.10269E+01	0.17200E-01	0.314E+01
1272	10.000	0.66807E+00	0.44200E+00	0.49000E-01	0.251E+01
1273	30.000	0.75207E+00	0.64600E+00	0.33000E-01	-0.304E+00
1274	50.000	0.88991E+00	0.82900E+00	0.44000E-01	-0.174E+01
1275	70.000	0.10408E+01	0.94900E+00	0.49000E-01	-0.141E+01
1276	90.000	0.11654E+01	0.95000E+00	0.46000E-01	0.772E+00
1277	110.000	0.12320E+01	0.10590E+01	0.50000E-01	-0.344E+00
1278	130.000	0.12299E+01	0.97800E+00	0.52000E-01	0.119E+01
1279	150.000	0.11825E+01	0.92000E+00	0.47000E-01	0.170E+01
1280	170.000	0.11387E+01	0.97800E+00	0.10800E+00	-0.140E+00
1281	10.000	0.68937E+00	0.65500E+00	0.20700E+00	-0.339E+00
1282	30.000	0.77698E+00	0.66500E+00	0.32000E-01	-0.184E+00
1283	50.000	0.92053E+00	0.88900E+00	0.43000E-01	-0.251E+01
1284	70.000	0.10773E+01	0.99200E+00	0.48000E-01	-0.163E+01
1285	90.000	0.12062E+01	0.98700E+00	0.44000E-01	0.822E+00
1286	110.000	0.12740E+01	0.10390E+01	0.49000E-01	0.850E+00
1287	130.000	0.12699E+01	0.96900E+00	0.51000E-01	0.212E+01
1288	150.000	0.12188E+01	0.99200E+00	0.47000E-01	0.892E+00
1289	170.000	0.11722E+01	0.88100E+00	0.87000E-01	0.130E+01
1290	10.000	0.71107E+00	0.47600E+00	0.73000E-01	0.225E+01
1291	30.000	0.80240E+00	0.74500E+00	0.34000E-01	-0.651E+00
1292	50.000	0.95182E+00	0.88500E+00	0.44000E-01	-0.625E+00
1293	70.000	0.11146E+01	0.10300E+01	0.50000E-01	-0.517E+00
1294	90.000	0.12477E+01	0.11020E+01	0.47000E-01	0.470E+00
1295	110.000	0.13167E+01	0.12020E+01	0.52000E-01	-0.304E+00
1296	130.000	0.13105E+01	0.11380E+01	0.55000E-01	0.775E+00
1297	150.000	0.12556E+01	0.10850E+01	0.51000E-01	0.906E+00
1298	170.000	0.12061E+01	0.10830E+01	0.99000E-01	0.358E-01
1299	18.190	0.75455E+00	0.59910E+00	0.15600E-01	0.823E+01
1300	31.790	0.83193E+00	0.73070E+00	0.17600E-01	0.406E+01
1301	41.410	0.90317E+00	0.79590E+00	0.19300E-01	0.388E+01
1302	49.460	0.96894E+00	0.91600E+00	0.20200E-01	0.903E+00
1303	56.630	0.10296E+01	0.10102E+01	0.20400E-01	-0.857E+00
1304	63.260	0.10855E+01	0.10887E+01	0.20900E-01	-0.201E+01
1305	69.510	0.11365E+01	0.11537E+01	0.21300E-01	-0.272E+01
1306	75.520	0.11828E+01	0.11580E+01	0.21000E-01	-0.836E+00
1307	81.370	0.12242E+01	0.12401E+01	0.21600E-01	-0.277E+01
1308	87.130	0.12604E+01	0.12858E+01	0.21900E-01	-0.322E+01
1309	92.870	0.12912E+01	0.13128E+01	0.22100E-01	-0.307E+01
1310	98.630	0.13161E+01	0.13218E+01	0.22100E-01	-0.239E+01
1311	104.480	0.13349E+01	0.13456E+01	0.22100E-01	-0.265E+01
1312	110.490	0.13469E+01	0.13605E+01	0.22200E-01	-0.279E+01
1313	116.740	0.13517E+01	0.13328E+01	0.22000E-01	-0.134E+01
1314	123.370	0.13487E+01	0.13210E+01	0.21700E-01	-0.948E+00
1315	130.540	0.13373E+01	0.12733E+01	0.21100E-01	0.765E+00
1316	138.590	0.13169E+01	0.12084E+01	0.20300E-01	0.302E+01
1317	148.210	0.12867E+01	0.11777E+01	0.19800E-01	0.318E+01
1318	161.810	0.12460E+01	0.11318E+01	0.19400E-01	0.359E+01
1319	10.000	0.73318E+00	0.66000E+00	0.11300E+00	-0.630E-01
1320	30.000	0.82833E+00	0.67500E+00	0.33000E-01	0.190E+01
1321	50.000	0.98378E+00	0.93800E+00	0.47000E-01	-0.132E+01
1322	70.000	0.11527E+01	0.11330E+01	0.53000E-01	-0.201E+01
1323	90.000	0.12902E+01	0.11590E+01	0.50000E-01	-0.203E+00
1324	110.000	0.13602E+01	0.11380E+01	0.54000E-01	0.136E+01
1325	130.000	0.13517E+01	0.11540E+01	0.56000E-01	0.887E+00
1326	150.000	0.12929E+01	0.11470E+01	0.52000E-01	0.820E-01
1327	170.000	0.12403E+01	0.10870E+01	0.10000E+00	0.174E+00
1328	10.000	0.75600E+00	0.52900E+00	0.61000E-01	0.203E+01
1329	30.000	0.85513E+00	0.72200E+00	0.34000E-01	0.483E+00
1330	50.000	0.10169E+01	0.92900E+00	0.46000E-01	-0.111E+01
1331	70.000	0.11922E+01	0.10740E+01	0.51000E-01	-0.873E+00
1332	90.000	0.13341E+01	0.10980E+01	0.49000E-01	0.110E+01
1333	110.000	0.14052E+01	0.11300E+01	0.52000E-01	0.160E+01
1334	130.000	0.13943E+01	0.12440E+01	0.58000E-01	-0.690E+00
1335	150.000	0.13311E+01	0.11590E+01	0.52000E-01	-0.183E+00
1336	170.000	0.12753E+01	0.11660E+01	0.11200E+00	-0.578E+00
1337	10.000	0.77894E+00	0.60600E+00	0.72000E-01	0.963E+00
1338	30.000	0.88212E+00	0.74900E+00	0.36000E-01	0.438E+00
1339	50.000	0.10502E+01	0.96800E+00	0.48000E-01	-0.120E+01
1340	70.000	0.12320E+01	0.10660E+01	0.54000E-01	0.387E-01
1341	90.000	0.13783E+01	0.11820E+01	0.52000E-01	0.250E+00
1342	110.000	0.14504E+01	0.11690E+01	0.54000E-01	0.164E+01
1343	130.000	0.14369E+01	0.13190E+01	0.61000E-01	-0.120E+01
1344	150.000	0.13694E+01	0.11300E+01	0.53000E-01	0.108E+01
1345	170.000	0.13103E+01	0.12630E+01	0.13500E+00	-0.941E+00
1346	18.190	0.82760E+00	0.66800E+00	0.15300E-01	0.846E+01
1347	31.790	0.91499E+00	0.79550E+00	0.17600E-01	0.489E+01
1348	41.410	0.99523E+00	0.88380E+00	0.19000E-01	0.395E+01
1349	49.460	0.10691E+01	0.10038E+01	0.20300E-01	0.129E+01
1350	56.630	0.11371E+01	0.10873E+01	0.20500E-01	0.401E+00
1351	63.260	0.11995E+01	0.11986E+01	0.21300E-01	-0.202E+01
1352	69.510	0.12562E+01	0.12840E+01	0.22000E-01	-0.335E+01
1353	75.520	0.13075E+01	0.13264E+01	0.22000E-01	-0.303E+01
1354	81.370	0.13531E+01	0.13936E+01	0.22800E-01	-0.395E+01
1355	87.130	0.13926E+01	0.14191E+01	0.22900E-01	-0.338E+01
1356	92.870	0.14259E+01	0.14308E+01	0.22900E-01	-0.249E+01
1357	98.630	0.14525E+01	0.14654E+01	0.23100E-01	-0.286E+01
1358	104.480	0.14718E+01	0.14888E+01	0.23500E-01	-0.301E+01
1359	110.490	0.14835E+01	0.14711E+01	0.23100E-01	-0.181E+01
1360	116.740	0.14868E+01	0.14911E+01	0.23300E-01	-0.252E+01
1361	123.370	0.14812E+01	0.14244E+01	0.22500E-01	0.119E+00
1362	130.540	0.14660E+01	0.13783E+01	0.21900E-01	0.156E+01
1363	138.590	0.14404E+01	0.13373E+01	0.21400E-01	0.236E+01
1364	148.210	0.14037E+01	0.12956E+01	0.20900E-01	0.272E+01
1365	161.810	0.13550E+01	0.12214E+01	0.20000E-01	0.421E+01
1366	10.000	0.80201E+00	0.65400E+00	0.73000E-01	0.903E+00
1367	30.000	0.90930E+00	0.81800E+00	0.36000E-01	-0.486E-01
1368	50.000	0.10839E+01	0.10530E+01	0.48000E-01	-0.167E+01
1369	70.000	0.12721E+01	0.11220E+01	0.53000E-01	0.376E+00
1370	90.000	0.14229E+01	0.12380E+01	0.52000E-01	0.756E+00
1371	110.000	0.14959E+01	0.13370E+01	0.56000E-01	0.104E+00
1372	130.000	0.14797E+01	0.13450E+01	0.61000E-01	-0.274E+00
1373	150.000	0.14077E+01	0.12080E+01	0.55000E-01	0.101E+01
1374	170.000	0.13452E+01	0.11680E+01	0.97000E-01	0.407E+00
1375	10.000	0.81814E+00	0.67500E+00	0.72000E-01	0.795E+00
1376	30.000	0.92833E+00	0.84000E+00	0.37000E-01	-0.246E+00
1377	50.000	0.11075E+01	0.10560E+01	0.48000E-01	-0.135E+01
1378	70.000	0.13003E+01	0.11700E+01	0.54000E-01	-0.115E+00
1379	90.000	0.14542E+01	0.13350E+01	0.54000E-01	-0.619E+00
1380	110.000	0.15277E+01	0.13480E+01	0.57000E-01	0.340E+00
1381	130.000	0.15095E+01	0.12490E+01	0.60000E-01	0.170E+01
1382	150.000	0.14343E+01	0.12140E+01	0.55000E-01	0.127E+01
1383	170.000	0.13694E+01	0.13160E+01	0.12300E+00	-0.734E+00
1384	10.000	0.84161E+00	0.71200E+00	0.64000E-01	0.646E+00
1385	30.000	0.95606E+00	0.88800E+00	0.39000E-01	-0.826E+00
1386	50.000	0.11419E+01	0.10540E+01	0.50000E-01	-0.638E+00
1387	70.000	0.13413E+01	0.12630E+01	0.57000E-01	-0.109E+01
1388	90.000	0.14997E+01	0.13400E+01	0.56000E-01	0.436E-01
1389	110.000	0.15741E+01	0.12960E+01	0.58000E-01	0.195E+01
1390	130.000	0.15529E+01	0.12330E+01	0.62000E-01	0.253E+01
1391	150.000	0.14729E+01	0.13720E+01	0.59000E-01	-0.908E+00
1392	170.000	0.14044E+01	0.13430E+01	0.94000E-01	-0.913E+00
1393	10.000	0.86609E+00	0.64600E+00	0.57000E-01	0.225E+01
1394	30.000	0.98503E+00	0.92300E+00	0.38000E-01	-0.111E+01
1395	50.000	0.11778E+01	0.11140E+01	0.49000E-01	-0.124E+01
1396	70.000	0.13843E+01	0.11440E+01	0.55000E-01	0.171E+01
1397	90.000	0.15474E+01	0.14380E+01	0.55000E-01	-0.989E+00
1398	110.000	0.16226E+01	0.14380E+01	0.59000E-01	0.217E+00
1399	130.000	0.15983E+01	0.13810E+01	0.63000E-01	0.763E+00
1400	150.000	0.15131E+01	0.13310E+01	0.58000E-01	0.379E+00
1401	170.000	0.14409E+01	0.12580E+01	0.11200E+00	0.271E+00
1402	18.190	0.90627E+00	0.72590E+00	0.21700E-01	0.695E+01
1403	31.790	0.10047E+01	0.85860E+00	0.25100E-01	0.452E+01
1404	41.410	0.10949E+01	0.10510E+01	0.26900E-01	0.308E+00
1405	49.460	0.11777E+01	0.10859E+01	0.27700E-01	0.193E+01
1406	56.630	0.12537E+01	0.11957E+01	0.27600E-01	0.622E+00
1407	63.260	0.13232E+01	0.13227E+01	0.27900E-01	-0.153E+01
1408	69.510	0.13862E+01	0.13924E+01	0.28300E-01	-0.181E+01
1409	75.520	0.14429E+01	0.14959E+01	0.28100E-01	-0.356E+01
1410	81.370	0.14929E+01	0.15776E+01	0.29000E-01	-0.460E+01
1411	87.130	0.15360E+01	0.15443E+01	0.28800E-01	-0.203E+01
1412	92.870	0.15718E+01	0.16182E+01	0.28800E-01	-0.339E+01
1413	98.630	0.15999E+01	0.16271E+01	0.29000E-01	-0.273E+01
1414	104.480	0.16197E+01	0.16160E+01	0.28600E-01	-0.171E+01
1415	110.490	0.16307E+01	0.16328E+01	0.28700E-01	-0.192E+01
1416	116.740	0.16321E+01	0.15860E+01	0.28100E-01	-0.251E+00
1417	123.370	0.16233E+01	0.15420E+01	0.27400E-01	0.104E+01
1418	130.540	0.16035E+01	0.15216E+01	0.27300E-01	0.109E+01
1419	138.590	0.15719E+01	0.14587E+01	0.26600E-01	0.233E+01
1420	148.210	0.15277E+01	0.14018E+01	0.25900E-01	0.294E+01
1421	161.810	0.14699E+01	0.13230E+01	0.24900E-01	0.398E+01
1422	51.700	0.12326E+01	0.10600E+01	0.13000E+00	0.202E+01
1423	66.400	0.13910E+01	0.16900E+01	0.16000E+00	-0.124E+01
1424	78.500	0.15077E+01	0.18100E+01	0.18000E+00	-0.107E+01
1425	90.000	0.15955E+01	0.17400E+01	0.18000E+00	-0.160E+00
1426	101.500	0.16522E+01	0.19300E+01	0.22000E+00	-0.718E+00
1427	113.600	0.16736E+01	0.21300E+01	0.24000E+00	-0.140E+01
1428	126.900	0.16538E+01	0.20300E+01	0.24000E+00	-0.107E+01
1429	146.100	0.15725E+01	0.17500E+01	0.21000E+00	-0.303E+00
1430	10.000	0.89070E+00	0.72800E+00	0.65000E-01	0.169E+01
1431	30.000	0.10142E+01	0.95000E+00	0.39000E-01	0.107E+00
1432	50.000	0.12141E+01	0.12280E+01	0.51000E-01	-0.168E+01
1433	70.000	0.14276E+01	0.14890E+01	0.59000E-01	-0.247E+01
1434	90.000	0.15955E+01	0.15420E+01	0.57000E-01	-0.718E+00
1435	110.000	0.16714E+01	0.14630E+01	0.60000E-01	0.182E+01
1436	130.000	0.16438E+01	0.14230E+01	0.65000E-01	0.190E+01
1437	150.000	0.15534E+01	0.14680E+01	0.61000E-01	-0.107E+00
1438	170.000	0.14772E+01	0.12870E+01	0.10300E+00	0.998E+00
1439	10.000	0.91574E+00	0.78400E+00	0.11800E+00	0.242E+00
1440	30.000	0.10439E+01	0.95300E+00	0.42000E-01	-0.638E+00
1441	50.000	0.12511E+01	0.12210E+01	0.54000E-01	-0.206E+01
1442	70.000	0.14719E+01	0.12980E+01	0.61000E-01	0.130E+00
1443	90.000	0.16445E+01	0.14090E+01	0.60000E-01	0.835E+00
1444	110.000	0.17211E+01	0.14220E+01	0.63000E-01	0.167E+01
1445	130.000	0.16900E+01	0.14560E+01	0.69000E-01	0.630E+00
1446	150.000	0.15942E+01	0.13900E+01	0.63000E-01	0.388E+00
1447	170.000	0.15140E+01	0.13790E+01	0.11700E+00	-0.305E+00
1448	10.000	0.94156E+00	0.72800E+00	0.63000E-01	0.217E+01
1449	30.000	0.10745E+01	0.10000E+01	0.42000E-01	-0.321E+00
1450	50.000	0.12893E+01	0.13040E+01	0.54000E-01	-0.223E+01
1451	70.000	0.15176E+01	0.14250E+01	0.61000E-01	-0.520E+00
1452	90.000	0.16952E+01	0.15580E+01	0.61000E-01	-0.276E-01
1453	110.000	0.17724E+01	0.16290E+01	0.65000E-01	-0.277E-01
1454	130.000	0.17376E+01	0.14100E+01	0.68000E-01	0.273E+01
1455	150.000	0.16361E+01	0.14920E+01	0.64000E-01	0.157E+00
1456	170.000	0.15517E+01	0.15250E+01	0.14500E+00	-0.692E+00
1457	18.190	0.98911E+00	0.80140E+00	0.20100E-01	0.756E+01
1458	31.790	0.10995E+01	0.95240E+00	0.23300E-01	0.461E+01
1459	41.410	0.12004E+01	0.10615E+01	0.24700E-01	0.387E+01
1460	49.460	0.12929E+01	0.12397E+01	0.25800E-01	0.255E+00
1461	56.630	0.13774E+01	0.13185E+01	0.26200E-01	0.353E+00
1462	63.260	0.14546E+01	0.14428E+01	0.27000E-01	-0.151E+01
1463	69.510	0.15242E+01	0.15600E+01	0.27200E-01	-0.334E+01
1464	75.520	0.15865E+01	0.16057E+01	0.27600E-01	-0.277E+01
1465	81.370	0.16412E+01	0.16985E+01	0.28300E-01	-0.411E+01
1466	87.130	0.16880E+01	0.17259E+01	0.28800E-01	-0.343E+01
1467	92.870	0.17265E+01	0.17643E+01	0.28700E-01	-0.349E+01
1468	98.630	0.17560E+01	0.17822E+01	0.28600E-01	-0.313E+01
1469	104.480	0.17761E+01	0.18034E+01	0.28900E-01	-0.316E+01
1470	110.490	0.17861E+01	0.17729E+01	0.28400E-01	-0.180E+01
