row	angle_equal	predicted_equal	measured_equal	error_equal	dchi_equal	exact	typed_predicted	legacy_predicted	typed_dchi	legacy_dchi
753	yes	no	yes	yes	no	no	0.33515E+00	0.33945E+00	0.119E+01	0.133E+01
754	yes	no	yes	yes	no	no	0.20241E+00	0.19915E+00	0.109E+01	0.963E+00
755	yes	no	yes	yes	no	no	0.22056E+00	0.21945E+00	0.177E+01	0.170E+01
756	yes	no	yes	yes	no	no	0.25138E+00	0.25267E+00	-0.125E+01	-0.118E+01
757	yes	no	yes	yes	no	no	0.28728E+00	0.28891E+00	-0.139E+01	-0.131E+01
758	yes	no	yes	yes	no	no	0.32089E+00	0.32061E+00	-0.894E+00	-0.905E+00
759	yes	no	yes	yes	no	no	0.34579E+00	0.34375E+00	0.277E+00	0.176E+00
760	yes	no	yes	yes	no	no	0.35825E+00	0.35703E+00	0.102E+01	0.961E+00
761	yes	no	yes	yes	no	no	0.36003E+00	0.36186E+00	-0.260E+00	-0.163E+00
762	yes	no	yes	yes	no	no	0.35782E+00	0.36232E+00	0.634E+00	0.768E+00
763	yes	no	yes	yes	no	no	0.20385E+00	0.20056E+00	0.153E+01	0.126E+01
764	yes	no	yes	yes	no	no	0.22216E+00	0.22103E+00	-0.258E+00	-0.384E+00
765	yes	no	yes	yes	no	no	0.25325E+00	0.25455E+00	-0.228E+01	-0.217E+01
766	yes	no	yes	yes	no	no	0.28944E+00	0.29109E+00	-0.163E+01	-0.150E+01
767	yes	no	yes	yes	no	no	0.32331E+00	0.32303E+00	0.130E+01	0.127E+01
768	yes	no	yes	yes	no	no	0.34837E+00	0.34631E+00	0.106E+00	-0.529E-01
769	yes	no	yes	yes	no	no	0.36089E+00	0.35964E+00	0.187E+00	0.790E-01
770	yes	no	yes	yes	no	no	0.36262E+00	0.36446E+00	0.235E+01	0.250E+01
771	yes	no	yes	yes	no	no	0.36035E+00	0.36490E+00	-0.102E+01	-0.754E+00
772	yes	no	yes	yes	no	no	0.21234E+00	0.20968E+00	0.349E+01	0.312E+01
773	yes	no	yes	yes	no	no	0.22778E+00	0.22688E+00	0.400E+01	0.389E+01
774	yes	no	yes	yes	no	no	0.24231E+00	0.24271E+00	0.158E+01	0.164E+01
775	yes	no	yes	yes	no	no	0.25603E+00	0.25731E+00	0.205E+01	0.222E+01
776	yes	no	yes	yes	no	no	0.26899E+00	0.27075E+00	-0.444E+00	-0.220E+00
777	yes	no	yes	yes	no	no	0.28128E+00	0.28317E+00	0.667E+00	0.910E+00
778	yes	no	yes	yes	no	no	0.29287E+00	0.29459E+00	-0.275E+01	-0.253E+01
779	yes	no	yes	yes	no	no	0.30381E+00	0.30512E+00	0.229E+00	0.398E+00
780	yes	no	yes	yes	no	no	0.31408E+00	0.31481E+00	-0.142E+01	-0.132E+01
781	yes	no	yes	yes	no	no	0.32365E+00	0.32371E+00	-0.252E+01	-0.250E+01
782	yes	no	yes	yes	no	no	0.33250E+00	0.33186E+00	-0.252E+01	-0.258E+01
783	yes	no	yes	yes	no	no	0.34055E+00	0.33927E+00	-0.158E+01	-0.173E+01
784	yes	no	yes	yes	no	no	0.34775E+00	0.34595E+00	-0.109E+01	-0.130E+01
785	yes	no	yes	yes	no	no	0.35403E+00	0.35190E+00	-0.873E+00	-0.113E+01
786	yes	no	yes	yes	no	no	0.35928E+00	0.35710E+00	0.944E+00	0.675E+00
787	yes	no	yes	yes	no	no	0.36342E+00	0.36153E+00	0.190E+01	0.166E+01
788	yes	no	yes	yes	no	no	0.36632E+00	0.36512E+00	0.924E+00	0.784E+00
789	yes	no	yes	yes	no	no	0.36787E+00	0.36780E+00	0.128E+01	0.129E+01
790	yes	no	yes	yes	no	no	0.36793E+00	0.36951E+00	-0.117E+01	-0.949E+00
791	yes	no	yes	yes	no	no	0.36635E+00	0.37012E+00	-0.181E+00	0.323E+00
792	yes	no	yes	yes	no	no	0.28398E+00	0.28592E+00	-0.143E+01	-0.139E+01
793	yes	no	yes	yes	no	no	0.31473E+00	0.31579E+00	-0.163E+01	-0.161E+01
794	yes	no	yes	yes	yes	no	0.33415E+00	0.33385E+00	-0.227E+01	-0.227E+01
795	yes	no	yes	yes	no	no	0.35047E+00	0.34886E+00	-0.291E+01	-0.293E+01
796	yes	no	yes	yes	no	no	0.36324E+00	0.36098E+00	-0.160E+01	-0.163E+01
797	yes	no	yes	yes	no	no	0.37154E+00	0.36989E+00	-0.231E+01	-0.233E+01
798	yes	no	yes	yes	no	no	0.37444E+00	0.37568E+00	-0.215E+01	-0.213E+01
799	yes	no	yes	yes	no	no	0.21551E+00	0.21189E+00	-0.205E+00	-0.308E+00
800	yes	no	yes	yes	no	no	0.23510E+00	0.23386E+00	0.250E+01	0.242E+01
801	yes	no	yes	yes	no	no	0.26834E+00	0.26976E+00	-0.123E+01	-0.117E+01
802	yes	no	yes	yes	no	no	0.30695E+00	0.30876E+00	-0.842E+00	-0.762E+00
803	yes	no	yes	yes	no	no	0.34293E+00	0.34262E+00	-0.397E+00	-0.418E+00
804	yes	no	yes	yes	no	no	0.36933E+00	0.36707E+00	-0.813E+00	-0.921E+00
805	yes	no	yes	yes	no	no	0.38216E+00	0.38080E+00	-0.619E+00	-0.686E+00
806	yes	no	yes	yes	no	no	0.38348E+00	0.38551E+00	0.107E+01	0.116E+01
807	yes	no	yes	yes	no	no	0.38071E+00	0.38572E+00	0.209E+01	0.221E+01
808	yes	no	yes	yes	no	no	0.21972E+00	0.21565E+00	0.476E+00	0.301E+00
809	yes	no	yes	yes	no	no	0.22508E+00	0.22173E+00	0.275E+01	0.253E+01
810	yes	no	yes	yes	no	no	0.23533E+00	0.23327E+00	0.304E+01	0.288E+01
811	yes	no	yes	yes	no	no	0.24964E+00	0.24914E+00	0.227E+01	0.224E+01
812	yes	no	yes	yes	no	no	0.26698E+00	0.26792E+00	0.234E+01	0.240E+01
813	yes	no	yes	yes	no	no	0.28624E+00	0.28813E+00	0.114E+01	0.126E+01
814	yes	no	yes	yes	no	no	0.30633E+00	0.30843E+00	0.152E+01	0.165E+01
815	yes	no	yes	yes	no	no	0.32621E+00	0.32773E+00	-0.594E+00	-0.492E+00
816	yes	no	yes	yes	no	no	0.34489E+00	0.34524E+00	-0.287E+00	-0.261E+00
817	yes	no	yes	yes	no	no	0.36144E+00	0.36044E+00	-0.212E+01	-0.218E+01
818	yes	no	yes	yes	no	no	0.37507E+00	0.37299E+00	-0.151E+01	-0.164E+01
819	yes	no	yes	yes	no	no	0.38520E+00	0.38273E+00	-0.201E+01	-0.216E+01
820	yes	no	yes	yes	no	no	0.39166E+00	0.38968E+00	0.842E+00	0.727E+00
821	yes	no	yes	yes	no	no	0.39473E+00	0.39404E+00	-0.163E+01	-0.166E+01
822	yes	no	yes	yes	no	no	0.39513E+00	0.39628E+00	-0.367E+00	-0.297E+00
823	yes	no	yes	yes	no	no	0.39393E+00	0.39702E+00	-0.258E+01	-0.241E+01
824	yes	no	yes	yes	no	no	0.39229E+00	0.39698E+00	-0.100E+01	-0.779E+00
825	yes	no	yes	yes	no	no	0.39118E+00	0.39678E+00	0.236E+01	0.253E+01
826	yes	no	yes	yes	no	no	0.22905E+00	0.22505E+00	0.204E+01	0.189E+01
827	yes	no	yes	yes	no	no	0.25017E+00	0.24880E+00	0.457E+00	0.382E+00
828	yes	no	yes	yes	no	no	0.28595E+00	0.28753E+00	-0.135E+01	-0.128E+01
829	yes	no	yes	yes	no	no	0.32741E+00	0.32942E+00	-0.183E+01	-0.174E+01
830	yes	no	yes	yes	no	no	0.36588E+00	0.36553E+00	0.996E+00	0.984E+00
831	yes	no	yes	yes	no	no	0.39381E+00	0.39130E+00	0.148E+00	0.522E-01
832	yes	no	yes	yes	no	no	0.40698E+00	0.40547E+00	-0.546E+00	-0.603E+00
833	yes	no	yes	yes	no	no	0.40776E+00	0.41001E+00	0.769E+00	0.870E+00
834	yes	no	yes	yes	no	no	0.40438E+00	0.40992E+00	0.188E+01	0.200E+01
835	yes	no	yes	yes	no	no	0.24289E+00	0.23848E+00	0.682E+00	0.540E+00
836	yes	no	yes	yes	no	no	0.26560E+00	0.26410E+00	0.338E+00	0.260E+00
837	yes	no	yes	yes	no	no	0.30403E+00	0.30577E+00	-0.946E+00	-0.868E+00
838	yes	no	yes	yes	no	no	0.34846E+00	0.35067E+00	-0.547E-01	0.396E-01
839	yes	no	yes	yes	no	no	0.38949E+00	0.38910E+00	-0.336E+00	-0.352E+00
840	yes	no	yes	yes	no	no	0.41897E+00	0.41620E+00	-0.295E+00	-0.403E+00
841	yes	no	yes	yes	no	no	0.43243E+00	0.43077E+00	0.939E+00	0.875E+00
842	yes	no	yes	yes	no	no	0.43259E+00	0.43507E+00	0.486E+00	0.592E+00
843	yes	no	yes	yes	no	no	0.42854E+00	0.43465E+00	0.638E+00	0.753E+00
844	yes	no	yes	yes	no	no	0.25326E+00	0.24970E+00	0.397E+01	0.350E+01
845	yes	no	yes	yes	no	no	0.27241E+00	0.27120E+00	0.901E+00	0.767E+00
846	yes	no	yes	yes	no	no	0.29039E+00	0.29093E+00	0.186E+01	0.193E+01
847	yes	no	yes	yes	no	no	0.30733E+00	0.30905E+00	0.815E+00	0.103E+01
848	yes	no	yes	yes	no	no	0.32329E+00	0.32565E+00	0.783E+00	0.106E+01
849	yes	no	yes	yes	no	no	0.33838E+00	0.34091E+00	0.501E+00	0.790E+00
850	yes	no	yes	yes	no	no	0.35257E+00	0.35487E+00	-0.294E+01	-0.268E+01
851	yes	no	yes	yes	no	no	0.36591E+00	0.36765E+00	-0.105E+01	-0.854E+00
852	yes	no	yes	yes	no	no	0.37837E+00	0.37934E+00	-0.306E+01	-0.294E+01
853	yes	no	yes	yes	no	no	0.38992E+00	0.38998E+00	-0.139E+01	-0.137E+01
854	yes	no	yes	yes	no	no	0.40052E+00	0.39965E+00	-0.945E+00	-0.102E+01
855	yes	no	yes	yes	no	no	0.41007E+00	0.40834E+00	-0.128E+01	-0.145E+01
856	yes	no	yes	yes	no	no	0.41851E+00	0.41608E+00	-0.173E+01	-0.199E+01
857	yes	no	yes	yes	no	no	0.42573E+00	0.42288E+00	-0.624E+00	-0.929E+00
858	yes	no	yes	yes	no	no	0.43162E+00	0.42870E+00	0.733E+00	0.413E+00
859	yes	no	yes	yes	no	no	0.43605E+00	0.43352E+00	0.175E+01	0.146E+01
860	yes	no	yes	yes	no	no	0.43887E+00	0.43726E+00	0.121E+01	0.105E+01
861	yes	no	yes	yes	no	no	0.43993E+00	0.43984E+00	-0.180E+00	-0.170E+00
862	yes	no	yes	yes	no	no	0.43905E+00	0.44118E+00	0.156E+01	0.183E+01
863	yes	no	yes	yes	no	no	0.43607E+00	0.44112E+00	0.525E+00	0.112E+01
864	yes	no	yes	yes	no	no	0.25199E+00	0.24730E+00	0.267E+00	0.144E+00
865	yes	no	yes	yes	no	no	0.27577E+00	0.27416E+00	-0.503E+00	-0.588E+00
866	yes	no	yes	yes	no	no	0.31596E+00	0.31781E+00	-0.777E+00	-0.695E+00
867	yes	no	yes	yes	no	no	0.36236E+00	0.36470E+00	-0.902E+00	-0.808E+00
868	yes	no	yes	yes	no	no	0.40508E+00	0.40466E+00	0.886E+00	0.867E+00
869	yes	no	yes	yes	no	no	0.43558E+00	0.43263E+00	-0.583E+00	-0.700E+00
870	yes	no	yes	yes	no	no	0.44920E+00	0.44744E+00	0.992E+00	0.921E+00
871	yes	no	yes	yes	no	no	0.44892E+00	0.45156E+00	0.107E+01	0.118E+01
872	yes	no	yes	yes	no	no	0.44440E+00	0.45090E+00	0.394E+00	0.507E+00
873	yes	no	yes	yes	no	no	0.25150E+00	0.24640E+00	0.894E+00	0.676E+00
874	yes	no	yes	yes	no	no	0.25784E+00	0.25364E+00	0.279E+01	0.252E+01
875	yes	no	yes	yes	no	no	0.26997E+00	0.26738E+00	0.636E+01	0.619E+01
876	yes	no	yes	yes	no	no	0.28688E+00	0.28624E+00	-0.195E+00	-0.228E+00
877	yes	no	yes	yes	no	no	0.30733E+00	0.30850E+00	0.601E+00	0.684E+00
878	yes	no	yes	yes	no	no	0.32999E+00	0.33236E+00	0.375E+00	0.524E+00
879	yes	no	yes	yes	no	no	0.35355E+00	0.35618E+00	0.473E+00	0.638E+00
880	yes	no	yes	yes	no	no	0.37677E+00	0.37866E+00	0.846E-01	0.214E+00
881	yes	no	yes	yes	no	no	0.39845E+00	0.39888E+00	-0.367E+00	-0.329E+00
882	yes	no	yes	yes	no	no	0.41748E+00	0.41621E+00	-0.673E+00	-0.740E+00
883	yes	no	yes	yes	no	no	0.43291E+00	0.43031E+00	0.233E+00	0.822E-01
884	yes	no	yes	yes	no	no	0.44411E+00	0.44101E+00	-0.446E+00	-0.607E+00
885	yes	no	yes	yes	no	no	0.45089E+00	0.44840E+00	-0.201E+01	-0.214E+01
886	yes	no	yes	yes	no	no	0.45363E+00	0.45277E+00	0.298E-01	-0.621E-02
887	yes	no	yes	yes	no	no	0.45327E+00	0.45472E+00	-0.104E+01	-0.956E+00
888	yes	no	yes	yes	no	no	0.45114E+00	0.45502E+00	-0.998E+00	-0.782E+00
889	yes	no	yes	yes	no	no	0.44868E+00	0.45457E+00	-0.458E+01	-0.432E+01
890	yes	no	yes	yes	no	no	0.44710E+00	0.45412E+00	0.542E+00	0.750E+00
891	yes	no	yes	yes	no	no	0.26613E+00	0.26099E+00	0.184E+01	0.165E+01
892	yes	no	yes	yes	no	no	0.29159E+00	0.28984E+00	0.155E+01	0.146E+01
893	yes	no	yes	yes	no	no	0.33457E+00	0.33660E+00	-0.944E+00	-0.844E+00
894	yes	no	yes	yes	no	no	0.38407E+00	0.38664E+00	-0.266E+01	-0.255E+01
895	yes	no	yes	yes	no	no	0.42945E+00	0.42899E+00	-0.417E+00	-0.427E+00
896	yes	no	yes	yes	no	no	0.46151E+00	0.45828E+00	0.108E+01	0.961E+00
897	yes	no	yes	yes	no	no	0.47534E+00	0.47340E+00	-0.211E+01	-0.217E+01
898	yes	no	yes	yes	no	no	0.47431E+00	0.47721E+00	0.200E+01	0.214E+01
899	yes	no	yes	yes	no	no	0.46904E+00	0.47616E+00	0.874E+00	0.100E+01
900	yes	no	yes	yes	no	no	0.28094E+00	0.27532E+00	0.362E+00	0.209E+00
901	yes	no	yes	yes	no	no	0.30819E+00	0.30627E+00	0.159E+00	0.666E-01
902	yes	no	yes	yes	no	no	0.35413E+00	0.35635E+00	-0.733E+00	-0.636E+00
903	yes	no	yes	yes	no	no	0.40693E+00	0.40974E+00	-0.103E+01	-0.922E+00
904	yes	no	yes	yes	no	no	0.45511E+00	0.45459E+00	0.271E+00	0.256E+00
905	yes	no	yes	yes	no	no	0.48877E+00	0.48524E+00	0.417E+00	0.289E+00
906	yes	no	yes	yes	no	no	0.50276E+00	0.50065E+00	0.632E+00	0.562E+00
907	yes	no	yes	yes	no	no	0.50089E+00	0.50406E+00	0.743E+00	0.876E+00
908	yes	no	yes	yes	no	no	0.49477E+00	0.50255E+00	0.592E+00	0.704E+00
909	yes	no	yes	yes	no	no	0.29667E+00	0.29205E+00	0.421E+01	0.363E+01
910	yes	no	yes	yes	no	no	0.31996E+00	0.31840E+00	0.438E+01	0.422E+01
911	yes	no	yes	yes	no	no	0.34179E+00	0.34250E+00	0.185E+01	0.194E+01
912	yes	no	yes	yes	no	no	0.36231E+00	0.36455E+00	0.710E+00	0.952E+00
913	yes	no	yes	yes	no	no	0.38161E+00	0.38467E+00	-0.502E+00	-0.182E+00
914	yes	no	yes	yes	no	no	0.39980E+00	0.40308E+00	-0.283E+00	0.518E-01
915	yes	no	yes	yes	no	no	0.41685E+00	0.41982E+00	-0.213E+01	-0.182E+01
916	yes	no	yes	yes	no	no	0.43281E+00	0.43507E+00	-0.258E+01	-0.235E+01
917	yes	no	yes	yes	no	no	0.44766E+00	0.44890E+00	-0.234E+01	-0.220E+01
918	yes	no	yes	yes	no	no	0.46133E+00	0.46140E+00	-0.252E+01	-0.250E+01
919	yes	no	yes	yes	no	no	0.47380E+00	0.47265E+00	-0.190E+01	-0.200E+01
920	yes	no	yes	yes	no	no	0.48492E+00	0.48266E+00	-0.208E+01	-0.230E+01
921	yes	no	yes	yes	no	no	0.49462E+00	0.49146E+00	-0.845E+00	-0.115E+01
922	yes	no	yes	yes	no	no	0.50276E+00	0.49905E+00	-0.122E+01	-0.157E+01
923	yes	no	yes	yes	no	no	0.50920E+00	0.50541E+00	-0.213E+00	-0.582E+00
924	yes	no	yes	yes	no	no	0.51379E+00	0.51050E+00	0.120E+01	0.869E+00
925	yes	no	yes	yes	no	no	0.51633E+00	0.51424E+00	0.117E+01	0.972E+00
926	yes	no	yes	yes	no	no	0.51663E+00	0.51653E+00	0.128E+01	0.129E+01
927	yes	no	yes	yes	no	no	0.51449E+00	0.51725E+00	0.131E+01	0.161E+01
928	yes	no	yes	yes	no	no	0.50968E+00	0.51625E+00	0.209E+01	0.281E+01
929	yes	no	yes	yes	no	no	0.29608E+00	0.28996E+00	0.389E+01	0.367E+01
930	yes	no	yes	yes	no	no	0.32519E+00	0.32310E+00	0.677E+00	0.599E+00
931	yes	no	yes	yes	no	no	0.37421E+00	0.37663E+00	-0.106E+01	-0.952E+00
932	yes	no	yes	yes	no	no	0.43042E+00	0.43348E+00	-0.253E+01	-0.241E+01
933	yes	no	yes	yes	no	no	0.48148E+00	0.48091E+00	0.156E+00	0.160E+00
934	yes	no	yes	yes	no	no	0.51677E+00	0.51292E+00	-0.883E+00	-0.988E+00
935	yes	no	yes	yes	no	no	0.53086E+00	0.52856E+00	0.749E+00	0.699E+00
936	yes	no	yes	yes	no	no	0.52804E+00	0.53150E+00	0.110E+01	0.125E+01
937	yes	no	yes	yes	no	no	0.52100E+00	0.52949E+00	-0.146E+00	-0.435E-01
938	yes	no	yes	yes	no	no	0.31117E+00	0.30452E+00	0.131E+00	0.397E-01
939	yes	no	yes	yes	no	no	0.34216E+00	0.33989E+00	0.188E+01	0.177E+01
940	yes	no	yes	yes	no	no	0.39429E+00	0.39692E+00	-0.213E+01	-0.204E+01
941	yes	no	yes	yes	no	no	0.45394E+00	0.45726E+00	-0.761E+00	-0.659E+00
942	yes	no	yes	yes	no	no	0.50789E+00	0.50727E+00	-0.769E+00	-0.798E+00
943	yes	no	yes	yes	no	no	0.54478E+00	0.54060E+00	-0.417E+00	-0.554E+00
944	yes	no	yes	yes	no	no	0.55891E+00	0.55641E+00	0.132E+01	0.123E+01
945	yes	no	yes	yes	no	no	0.55508E+00	0.55883E+00	0.607E+00	0.721E+00
946	yes	no	yes	yes	no	no	0.54707E+00	0.55628E+00	0.164E+01	0.181E+01
947	yes	no	yes	yes	no	no	0.32636E+00	0.31918E+00	0.182E+01	0.164E+01
948	yes	no	yes	yes	no	no	0.35928E+00	0.35682E+00	0.157E+01	0.148E+01
949	yes	no	yes	yes	no	no	0.41459E+00	0.41743E+00	-0.225E+01	-0.213E+01
950	yes	no	yes	yes	no	no	0.47776E+00	0.48134E+00	-0.399E+00	-0.267E+00
951	yes	no	yes	yes	no	no	0.53463E+00	0.53396E+00	-0.140E+01	-0.141E+01
952	yes	no	yes	yes	no	no	0.57311E+00	0.56859E+00	0.197E+01	0.185E+01
953	yes	no	yes	yes	no	no	0.58721E+00	0.58452E+00	-0.115E-03	-0.631E-01
954	yes	no	yes	yes	no	no	0.58229E+00	0.58635E+00	0.448E+00	0.599E+00
955	yes	no	yes	yes	no	no	0.57326E+00	0.58322E+00	-0.534E-01	0.566E-01
956	yes	no	yes	yes	no	no	0.34308E+00	0.33723E+00	0.643E+01	0.579E+01
957	yes	no	yes	yes	no	no	0.37102E+00	0.36904E+00	0.456E+01	0.437E+01
958	yes	no	yes	yes	no	no	0.39714E+00	0.39804E+00	0.151E+01	0.160E+01
959	yes	no	yes	yes	no	no	0.42166E+00	0.42449E+00	0.205E+01	0.233E+01
960	yes	no	yes	yes	no	no	0.44466E+00	0.44854E+00	-0.460E+00	-0.988E-01
961	yes	no	yes	yes	no	no	0.46629E+00	0.47044E+00	-0.159E+00	0.227E+00
962	yes	no	yes	yes	no	no	0.48649E+00	0.49025E+00	-0.884E+00	-0.543E+00
963	yes	no	yes	yes	no	no	0.50535E+00	0.50819E+00	-0.185E+01	-0.158E+01
964	yes	no	yes	yes	no	no	0.52279E+00	0.52436E+00	-0.238E+01	-0.222E+01
965	yes	no	yes	yes	no	no	0.53877E+00	0.53885E+00	-0.326E+01	-0.324E+01
966	yes	no	yes	yes	no	no	0.55323E+00	0.55176E+00	-0.339E+01	-0.351E+01
967	yes	no	yes	yes	no	no	0.56600E+00	0.56312E+00	-0.230E+01	-0.254E+01
968	yes	no	yes	yes	no	no	0.57697E+00	0.57296E+00	-0.199E+01	-0.233E+01
969	yes	no	yes	yes	no	no	0.58600E+00	0.58130E+00	-0.167E+01	-0.207E+01
970	yes	no	yes	yes	no	no	0.59289E+00	0.58809E+00	-0.118E+00	-0.537E+00
971	yes	no	yes	yes	no	no	0.59746E+00	0.59330E+00	0.107E+01	0.708E+00
972	yes	no	yes	yes	no	no	0.59948E+00	0.59684E+00	0.769E+00	0.545E+00
973	yes	no	yes	yes	no	no	0.59872E+00	0.59860E+00	0.224E+01	0.225E+01
974	yes	no	yes	yes	no	no	0.59492E+00	0.59842E+00	0.155E+01	0.189E+01
975	yes	no	yes	yes	no	no	0.58781E+00	0.59613E+00	0.908E+00	0.170E+01
976	yes	no	yes	yes	no	no	0.34185E+00	0.33411E+00	0.181E+01	0.161E+01
977	yes	no	yes	yes	no	no	0.37677E+00	0.37412E+00	0.143E+01	0.133E+01
978	yes	no	yes	yes	no	no	0.43537E+00	0.43844E+00	-0.503E+00	-0.400E+00
979	yes	no	yes	yes	no	no	0.50217E+00	0.50603E+00	-0.137E+01	-0.125E+01
980	yes	no	yes	yes	no	no	0.56204E+00	0.56131E+00	-0.139E+01	-0.140E+01
981	yes	no	yes	yes	no	no	0.60211E+00	0.59724E+00	0.261E+00	0.127E+00
982	yes	no	yes	yes	no	no	0.61613E+00	0.61322E+00	0.802E+00	0.728E+00
983	yes	no	yes	yes	no	no	0.61001E+00	0.61439E+00	0.297E+00	0.434E+00
984	yes	no	yes	yes	no	no	0.59988E+00	0.61062E+00	0.200E+01	0.218E+01
985	yes	no	yes	yes	no	no	0.35804E+00	0.34969E+00	0.942E+00	0.809E+00
986	yes	no	yes	yes	no	no	0.39508E+00	0.39222E+00	-0.391E+00	-0.509E+00
987	yes	no	yes	yes	no	no	0.45718E+00	0.46048E+00	-0.920E+00	-0.816E+00
988	yes	no	yes	yes	no	no	0.52780E+00	0.53197E+00	-0.399E+00	-0.276E+00
989	yes	no	yes	yes	no	no	0.59083E+00	0.59004E+00	-0.110E+01	-0.113E+01
990	yes	no	yes	yes	no	no	0.63254E+00	0.62728E+00	0.760E+00	0.601E+00
991	yes	no	yes	yes	no	no	0.64639E+00	0.64326E+00	-0.625E+00	-0.715E+00
992	yes	no	yes	yes	no	no	0.63893E+00	0.64366E+00	0.298E+01	0.312E+01
993	yes	no	yes	yes	no	no	0.62761E+00	0.63918E+00	0.894E+00	0.102E+01
994	yes	no	yes	yes	no	no	0.37434E+00	0.36538E+00	0.508E+00	0.379E+00
995	yes	no	yes	yes	no	no	0.41355E+00	0.41049E+00	0.104E+01	0.920E+00
996	yes	no	yes	yes	no	no	0.47922E+00	0.48277E+00	-0.104E+00	0.471E-02
997	yes	no	yes	yes	no	no	0.55375E+00	0.55823E+00	-0.280E+00	-0.152E+00
998	yes	no	yes	yes	no	no	0.61998E+00	0.61913E+00	0.297E+00	0.270E+00
999	yes	no	yes	yes	no	no	0.66330E+00	0.65765E+00	0.735E+00	0.575E+00
1000	yes	no	yes	yes	no	no	0.67691E+00	0.67355E+00	-0.803E-01	-0.174E+00
1001	yes	no	yes	yes	no	no	0.66803E+00	0.67310E+00	0.703E-01	0.215E+00
1002	yes	no	yes	yes	no	no	0.65544E+00	0.66787E+00	0.457E+00	0.631E+00
1003	yes	no	yes	yes	no	no	0.39083E+00	0.38363E+00	0.643E+01	0.567E+01
1004	yes	no	yes	yes	no	no	0.42376E+00	0.42132E+00	0.539E+01	0.517E+01
1005	yes	no	yes	yes	no	no	0.45451E+00	0.45562E+00	0.251E+01	0.262E+01
1006	yes	no	yes	yes	no	no	0.48330E+00	0.48679E+00	0.240E+01	0.271E+01
1007	yes	no	yes	yes	no	no	0.51026E+00	0.51504E+00	0.239E+00	0.658E+00
1008	yes	no	yes	yes	no	no	0.53554E+00	0.54065E+00	-0.122E+01	-0.779E+00
1009	yes	no	yes	yes	no	no	0.55909E+00	0.56372E+00	-0.198E+01	-0.159E+01
1010	yes	no	yes	yes	no	no	0.58099E+00	0.58449E+00	-0.250E+01	-0.220E+01
1011	yes	no	yes	yes	no	no	0.60115E+00	0.60307E+00	-0.269E+01	-0.252E+01
1012	yes	no	yes	yes	no	no	0.61953E+00	0.61961E+00	-0.296E+01	-0.294E+01
1013	yes	no	yes	yes	no	no	0.63601E+00	0.63420E+00	-0.232E+01	-0.245E+01
1014	yes	no	yes	yes	no	no	0.65043E+00	0.64688E+00	-0.282E+01	-0.309E+01
1015	yes	no	yes	yes	no	no	0.66265E+00	0.65770E+00	-0.228E+01	-0.267E+01
1016	yes	no	yes	yes	no	no	0.67247E+00	0.66667E+00	-0.198E+01	-0.243E+01
1017	yes	no	yes	yes	no	no	0.67968E+00	0.67375E+00	-0.131E+00	-0.601E+00
1018	yes	no	yes	yes	no	no	0.68404E+00	0.67892E+00	0.116E+01	0.750E+00
1019	yes	no	yes	yes	no	no	0.68529E+00	0.68204E+00	0.120E+01	0.950E+00
1020	yes	no	yes	yes	no	no	0.68315E+00	0.68300E+00	0.107E+01	0.108E+01
1021	yes	no	yes	yes	no	no	0.67732E+00	0.68164E+00	0.163E+01	0.201E+01
1022	yes	no	yes	yes	no	no	0.66749E+00	0.67774E+00	0.179E+01	0.268E+01
1023	yes	no	yes	yes	no	no	0.39054E+00	0.38095E+00	0.102E+01	0.813E+00
1024	yes	no	yes	yes	no	no	0.43195E+00	0.42866E+00	0.215E+01	0.204E+01
1025	yes	no	yes	yes	no	no	0.50122E+00	0.50501E+00	-0.105E+01	-0.926E+00
1026	yes	no	yes	yes	no	no	0.57967E+00	0.58445E+00	-0.143E+01	-0.129E+01
1027	yes	no	yes	yes	no	no	0.64908E+00	0.64816E+00	0.220E+00	0.214E+00
1028	yes	no	yes	yes	no	no	0.69398E+00	0.68793E+00	0.930E+00	0.796E+00
1029	yes	no	yes	yes	no	no	0.70728E+00	0.70369E+00	-0.779E+00	-0.845E+00
1030	yes	no	yes	yes	no	no	0.69690E+00	0.70233E+00	-0.811E-01	0.835E-01
1031	yes	no	yes	yes	no	no	0.68300E+00	0.69631E+00	0.483E+00	0.603E+00
1032	yes	no	yes	yes	no	no	0.40751E+00	0.39724E+00	0.585E+00	0.376E+00
1033	yes	no	yes	yes	no	no	0.45125E+00	0.44773E+00	0.254E+01	0.242E+01
1034	yes	no	yes	yes	no	no	0.52432E+00	0.52838E+00	0.858E+00	0.100E+01
1035	yes	no	yes	yes	no	no	0.60691E+00	0.61203E+00	-0.113E+01	-0.978E+00
1036	yes	no	yes	yes	no	no	0.67964E+00	0.67866E+00	-0.224E+01	-0.225E+01
1037	yes	no	yes	yes	no	no	0.72614E+00	0.71966E+00	0.103E+01	0.874E+00
1038	yes	no	yes	yes	no	no	0.73904E+00	0.73519E+00	-0.970E+00	-0.104E+01
1039	yes	no	yes	yes	no	no	0.72700E+00	0.73281E+00	0.507E+00	0.686E+00
1040	yes	no	yes	yes	no	no	0.71168E+00	0.72591E+00	-0.161E+01	-0.155E+01
1041	yes	no	yes	yes	no	no	0.42458E+00	0.41363E+00	0.290E+00	0.718E-01
