row_id	family	branch	legacy_l	state_index	form_selector	typed_dispatch	legacy_dispatch	typed_title	legacy_title	typed_previous	legacy_previous	typed_pre_reset	legacy_epx	typed_input	legacy_epxx	typed_effective	legacy_effective	typed_dither	legacy_dither	typed_hadronic_real	legacy_hadronic_real	typed_hadronic_imag	legacy_hadronic_imag	exact	first_field
11	3	1	5	1	25	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	4.4519096612930298E-002	4.4519096612930298E-002	6.7601697519421577E-003	6.7601697519421577E-003	no	dispatch_title
12	3	1	6	1	25	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	7.7557615004479885E-003	7.7557615004479885E-003	1.8976603168994188E-003	1.8976603168994188E-003	no	dispatch_title
13	3	2	5	2	25	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	5.8970255777239799E-003	5.8970255777239799E-003	1.7298312159255147E-003	1.7298312159255147E-003	no	dispatch_title
14	3	2	6	2	25	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	-3.6751516163349152E-003	-3.6751516163349152E-003	1.3506921277439687E-005	1.3506921277439687E-005	no	dispatch_title
15	4	1	5	1	25	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	4.4519096612930298E-002	4.4519096612930298E-002	6.7601697519421577E-003	6.7601697519421577E-003	no	dispatch_title
16	4	1	6	1	25	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	7.7557615004479885E-003	7.7557615004479885E-003	1.8976603168994188E-003	1.8976603168994188E-003	no	dispatch_title
17	4	2	5	2	25	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	5.8970255777239799E-003	5.8970255777239799E-003	1.7298312159255147E-003	1.7298312159255147E-003	no	dispatch_title
18	4	2	6	2	25	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	-3.6751516163349152E-003	-3.6751516163349152E-003	1.3506921277439687E-005	1.3506921277439687E-005	no	dispatch_title
19	5	1	5	1	3	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	4.4519096612930298E-002	4.4519096612930298E-002	6.7601697519421577E-003	6.7601697519421577E-003	no	dispatch_title
20	5	1	6	1	3	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	7.7557615004479885E-003	7.7557615004479885E-003	1.8976603168994188E-003	1.8976603168994188E-003	no	dispatch_title
21	5	2	5	2	3	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	5.8970255777239799E-003	5.8970255777239799E-003	1.7298312159255147E-003	1.7298312159255147E-003	no	dispatch_title
22	5	2	6	2	3	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	-3.6751516163349152E-003	-3.6751516163349152E-003	1.3506921277439687E-005	1.3506921277439687E-005	no	dispatch_title
23	6	1	5	1	25	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	4.4519096612930298E-002	4.4519096612930298E-002	6.7601697519421577E-003	6.7601697519421577E-003	no	dispatch_title
24	6	1	6	1	3	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	7.7557615004479885E-003	7.7557615004479885E-003	1.8976603168994188E-003	1.8976603168994188E-003	no	dispatch_title
25	6	2	5	2	25	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	5.8970255777239799E-003	5.8970255777239799E-003	1.7298312159255147E-003	1.7298312159255147E-003	no	dispatch_title
26	6	2	6	2	3	T	T	SP00	M05	SP00	M05	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	8.4995721435546875E+002	1.0000000474974513E-003	-1.0000000474974513E-003	-3.6751516163349152E-003	-3.6751516163349152E-003	1.3506921277439687E-005	1.3506921277439687E-005	no	dispatch_title
