row_id	family	branch	legacy_l	state_index	form_selector	field	value
6	2	1	5	3	25	born	-6.8821998411294771E-007
6	2	1	5	3	25	ter	1.8353194086612874E-024
6	2	1	5	3	25	tei	0.0000000000000000E+000
6	2	1	5	3	25	der	-6.8821998411294771E-007
6	2	1	5	3	25	dei	-1.2631034745913323E-030
7	2	1	6	3	25	z	6.2601625359093305E-006
7	2	1	6	3	25	qb	1.0294783115386963E+000
7	2	1	6	3	25	qk	8.1183714792132378E-003
7	2	1	6	3	25	zr	1.7031381250000000E+005
7	2	1	6	3	25	zb	0.0000000000000000E+000
7	2	1	6	3	25	born	-1.2466910170871870E-008
7	2	1	6	3	25	ter	1.1768648455799790E-029
7	2	1	6	3	25	tei	0.0000000000000000E+000
7	2	1	6	3	25	der	-1.2466910170871870E-008
7	2	1	6	3	25	dei	-1.4671868454941071E-037
8	2	2	2	4	21	z	3.7086505471961573E-005
8	2	2	2	4	21	qb	1.0294783115386963E+000
8	2	2	2	4	21	qk	8.1183714792132378E-003
8	2	2	2	4	21	zr	8.7173087500000000E+005
8	2	2	2	4	21	zb	-2.8047889471054077E-002
8	2	2	2	4	21	born	8.7687301635742188E-001
8	2	2	2	4	21	ter	8.4334089933690848E-008
8	2	2	2	4	21	tei	7.1122417376616627E-015
8	2	2	2	4	21	der	9.2234170436859131E-001
8	2	2	2	4	21	dei	7.7784854113360780E-008
9	2	2	5	4	25	z	6.2601625359093305E-006
9	2	2	5	4	25	qb	1.0294783115386963E+000
9	2	2	5	4	25	qk	8.1183714792132378E-003
9	2	2	5	4	25	zr	0.0000000000000000E+000
9	2	2	5	4	25	zb	0.0000000000000000E+000
9	2	2	5	4	25	born	5.4540737437491771E-007
9	2	2	5	4	25	ter	-7.6297261037534098E-025
9	2	2	5	4	25	tei	0.0000000000000000E+000
9	2	2	5	4	25	der	5.4540737437491771E-007
9	2	2	5	4	25	dei	-4.1613087766284389E-031
10	2	2	6	4	25	z	6.2601625359093305E-006
10	2	2	6	4	25	qb	1.0294783115386963E+000
10	2	2	6	4	25	qk	8.1183714792132378E-003
10	2	2	6	4	25	zr	-7.9341789062500000E+004
10	2	2	6	4	25	zb	0.0000000000000000E+000
10	2	2	6	4	25	born	1.0407267936329845E-008
10	2	2	6	4	25	ter	2.2772108393734072E-029
10	2	2	6	4	25	tei	0.0000000000000000E+000
10	2	2	6	4	25	der	1.0407267936329845E-008
10	2	2	6	4	25	dei	2.3699544355801328E-037
11	3	1	5	1	25	z	6.2601625359093305E-006
11	3	1	5	1	25	qb	1.0294783115386963E+000
11	3	1	5	1	25	qk	8.1183714792132378E-003
11	3	1	5	1	25	zr	0.0000000000000000E+000
11	3	1	5	1	25	zb	0.0000000000000000E+000
11	3	1	5	1	25	born	3.5966309042123612E-006
11	3	1	5	1	25	ter	1.9637384698526685E-024
11	3	1	5	1	25	tei	0.0000000000000000E+000
11	3	1	5	1	25	der	3.5966309042123612E-006
11	3	1	5	1	25	dei	7.0628425144297858E-030
12	3	1	6	1	25	z	6.2601625359093305E-006
12	3	1	6	1	25	qb	1.0294783115386963E+000
12	3	1	6	1	25	qk	8.1183714792132378E-003
12	3	1	6	1	25	zr	0.0000000000000000E+000
12	3	1	6	1	25	zb	0.0000000000000000E+000
12	3	1	6	1	25	born	7.2520919047747157E-008
12	3	1	6	1	25	ter	1.8596925492381747E-029
12	3	1	6	1	25	tei	0.0000000000000000E+000
12	3	1	6	1	25	der	7.2520919047747157E-008
12	3	1	6	1	25	dei	1.3486661424202855E-036
13	3	2	5	2	25	z	6.2601625359093305E-006
13	3	2	5	2	25	qb	1.0294783115386963E+000
13	3	2	5	2	25	qk	8.1183714792132378E-003
13	3	2	5	2	25	zr	0.0000000000000000E+000
13	3	2	5	2	25	zb	0.0000000000000000E+000
13	3	2	5	2	25	born	1.4672871202492388E-006
13	3	2	5	2	25	ter	2.9041490212974993E-024
13	3	2	5	2	25	tei	0.0000000000000000E+000
13	3	2	5	2	25	der	1.4672871202492388E-006
13	3	2	5	2	25	dei	4.2612204361940936E-030
14	3	2	6	2	25	z	6.2601625359093305E-006
14	3	2	6	2	25	qb	1.0294783115386963E+000
14	3	2	6	2	25	qk	8.1183714792132378E-003
14	3	2	6	2	25	zr	0.0000000000000000E+000
14	3	2	6	2	25	zb	0.0000000000000000E+000
14	3	2	6	2	25	born	3.4559466399741723E-008
14	3	2	6	2	25	ter	9.8330926232725406E-030
14	3	2	6	2	25	tei	0.0000000000000000E+000
14	3	2	6	2	25	der	3.4559466399741723E-008
14	3	2	6	2	25	dei	3.3982642429811418E-037
15	4	1	5	1	25	z	6.2601625359093305E-006
15	4	1	5	1	25	qb	1.0294783115386963E+000
15	4	1	5	1	25	qk	8.1183714792132378E-003
15	4	1	5	1	25	zr	9.7552215576171875E+002
15	4	1	5	1	25	zb	-7.7661539257990611E-017
15	4	1	5	1	25	born	4.5938796233713219E-007
15	4	1	5	1	25	ter	1.9637384698526685E-024
15	4	1	5	1	25	tei	0.0000000000000000E+000
15	4	1	5	1	25	der	4.5938796233713219E-007
15	4	1	5	1	25	dei	9.0211781109222983E-031
16	4	1	6	1	25	z	6.2601625359093305E-006
16	4	1	6	1	25	qb	1.0294783115386963E+000
16	4	1	6	1	25	qk	8.1183714792132378E-003
16	4	1	6	1	25	zr	2.4470652343750000E+004
16	4	1	6	1	25	zb	0.0000000000000000E+000
16	4	1	6	1	25	born	8.3103577352972025E-009
16	4	1	6	1	25	ter	1.8596925492381747E-029
16	4	1	6	1	25	tei	0.0000000000000000E+000
16	4	1	6	1	25	der	8.3103577352972025E-009
16	4	1	6	1	25	dei	1.5454710007749373E-037
17	4	2	5	2	25	z	6.2601625359093305E-006
17	4	2	5	2	25	qb	1.0294783115386963E+000
17	4	2	5	2	25	qk	8.1183714792132378E-003
17	4	2	5	2	25	zr	6.0587597656250000E+002
17	4	2	5	2	25	zb	-4.7192652414510157E-017
17	4	2	5	2	25	born	-3.6704099670714641E-007
17	4	2	5	2	25	ter	2.9041490212974993E-024
17	4	2	5	2	25	tei	0.0000000000000000E+000
17	4	2	5	2	25	der	-3.6704099670714641E-007
17	4	2	5	2	25	dei	-1.0659417567889287E-030
18	4	2	6	2	25	z	6.2601625359093305E-006
18	4	2	6	2	25	qb	1.0294783115386963E+000
18	4	2	6	2	25	qk	8.1183714792132378E-003
18	4	2	6	2	25	zr	0.0000000000000000E+000
18	4	2	6	2	25	zb	-1.4670905071043762E-019
18	4	2	6	2	25	born	-6.9265131408258185E-009
18	4	2	6	2	25	ter	9.8330926232725406E-030
18	4	2	6	2	25	tei	0.0000000000000000E+000
18	4	2	6	2	25	der	-6.9265131408258185E-009
18	4	2	6	2	25	dei	-6.8109046871674847E-038
19	5	1	5	1	3	z	3.7086505471961573E-005
19	5	1	5	1	3	qb	1.0294783115386963E+000
19	5	1	5	1	3	qk	8.1183714792132378E-003
19	5	1	5	1	3	zr	0.0000000000000000E+000
19	5	1	5	1	3	zb	0.0000000000000000E+000
19	5	1	5	1	3	born	-3.6244962302589556E-006
19	5	1	5	1	3	ter	1.9637384698526685E-024
19	5	1	5	1	3	tei	0.0000000000000000E+000
19	5	1	5	1	3	der	-3.6244962302589556E-006
19	5	1	5	1	3	dei	-7.1175629989746882E-030
20	5	1	6	1	3	z	3.7086505471961573E-005
20	5	1	6	1	3	qb	1.0294783115386963E+000
20	5	1	6	1	3	qk	8.1183714792132378E-003
20	5	1	6	1	3	zr	0.0000000000000000E+000
20	5	1	6	1	3	zb	0.0000000000000000E+000
20	5	1	6	1	3	born	-7.2437465803432133E-008
20	5	1	6	1	3	ter	1.8596925492381747E-029
20	5	1	6	1	3	tei	0.0000000000000000E+000
20	5	1	6	1	3	der	-7.2437465803432133E-008
20	5	1	6	1	3	dei	-1.3471141763450765E-036
21	5	2	5	2	3	z	3.7086505471961573E-005
21	5	2	5	2	3	qb	1.0294783115386963E+000
21	5	2	5	2	3	qk	8.1183714792132378E-003
21	5	2	5	2	3	zr	0.0000000000000000E+000
21	5	2	5	2	3	zb	0.0000000000000000E+000
21	5	2	5	2	3	born	-1.4673553323518718E-006
21	5	2	5	2	3	ter	2.9041490212974993E-024
21	5	2	5	2	3	tei	0.0000000000000000E+000
21	5	2	5	2	3	der	-1.4673553323518718E-006
21	5	2	5	2	3	dei	-4.2614186715614163E-030
22	5	2	6	2	3	z	3.7086505471961573E-005
22	5	2	6	2	3	qb	1.0294783115386963E+000
22	5	2	6	2	3	qk	8.1183714792132378E-003
22	5	2	6	2	3	zr	0.0000000000000000E+000
22	5	2	6	2	3	zb	0.0000000000000000E+000
22	5	2	6	2	3	born	-3.4559235473352601E-008
22	5	2	6	2	3	ter	9.8330926232725406E-030
22	5	2	6	2	3	tei	0.0000000000000000E+000
22	5	2	6	2	3	der	-3.4559235473352601E-008
22	5	2	6	2	3	dei	-3.3982415979979583E-037
23	6	1	5	1	25	z	6.2601625359093305E-006
23	6	1	5	1	25	qb	1.0294783115386963E+000
23	6	1	5	1	25	qk	8.1183714792132378E-003
23	6	1	5	1	25	zr	0.0000000000000000E+000
23	6	1	5	1	25	zb	0.0000000000000000E+000
23	6	1	5	1	25	born	-4.5926930170026026E-007
23	6	1	5	1	25	ter	1.9637384698526685E-024
23	6	1	5	1	25	tei	0.0000000000000000E+000
23	6	1	5	1	25	der	-4.5926930170026026E-007
23	6	1	5	1	25	dei	-9.0188478109212282E-031
24	6	1	6	1	3	z	3.7086505471961573E-005
24	6	1	6	1	3	qb	1.0294783115386963E+000
24	6	1	6	1	3	qk	8.1183714792132378E-003
24	6	1	6	1	3	zr	0.0000000000000000E+000
24	6	1	6	1	3	zb	0.0000000000000000E+000
24	6	1	6	1	3	born	-8.3106668213872581E-009
24	6	1	6	1	3	ter	1.8596925492381747E-029
24	6	1	6	1	3	tei	0.0000000000000000E+000
24	6	1	6	1	3	der	-8.3106668213872581E-009
24	6	1	6	1	3	dei	-1.5455285100639132E-037
25	6	2	5	2	25	z	6.2601625359093305E-006
25	6	2	5	2	25	qb	1.0294783115386963E+000
25	6	2	5	2	25	qk	8.1183714792132378E-003
25	6	2	5	2	25	zr	0.0000000000000000E+000
25	6	2	5	2	25	zb	0.0000000000000000E+000
25	6	2	5	2	25	born	3.6593758068192983E-007
25	6	2	5	2	25	ter	2.9041490212974993E-024
25	6	2	5	2	25	tei	0.0000000000000000E+000
25	6	2	5	2	25	der	3.6593758068192983E-007
25	6	2	5	2	25	dei	1.0627372651490391E-030
26	6	2	6	2	3	z	3.7086505471961573E-005
26	6	2	6	2	3	qb	1.0294783115386963E+000
26	6	2	6	2	3	qk	8.1183714792132378E-003
26	6	2	6	2	3	zr	0.0000000000000000E+000
26	6	2	6	2	3	zb	0.0000000000000000E+000
26	6	2	6	2	3	born	6.9301169247637517E-009
26	6	2	6	2	3	ter	9.8330926232725406E-030
26	6	2	6	2	3	tei	0.0000000000000000E+000
26	6	2	6	2	3	der	6.9301169247637517E-009
26	6	2	6	2	3	dei	6.8144482907240693E-038
