boundary	row	category	field	typed	forced_legacy
full_grid	6082	value	multipole_imag	-2.7831537963152186E-008	-2.7831601911998405E-008
full_grid	6083	value	multipole_real	-2.9802322387695312E-008	7.6746866106987000E-003
full_grid	6084	value	multipole_real	-4.6566128730773926E-010	1.6088554402813315E-003
full_grid	6086	value	multipole_real	-2.8289313316345215E+000	7.9617363214492798E-001
full_grid	6086	value	multipole_imag	-5.1935887895524502E-003	-5.1935915835201740E-003
full_grid	6087	value	multipole_real	-1.2223407626152039E-002	1.7660368978977203E-001
full_grid	6087	value	multipole_imag	2.0402301743160933E-005	2.0402347217896022E-005
full_grid	6088	value	multipole_real	1.3263411819934845E-003	2.1425003185868263E-002
full_grid	6088	value	multipole_imag	7.3971008873741084E-008	7.3971214931134455E-008
full_grid	6089	value	multipole_real	-7.2657130658626556E-006	2.7743754908442497E-003
full_grid	6090	value	multipole_real	2.7008354663848877E-008	4.4908939162269235E-004
full_grid	6092	value	multipole_real	4.8022162914276123E-001	-1.5612350702285767E+000
full_grid	6092	value	multipole_imag	4.9172970466315746E-003	4.9173021689057350E-003
full_grid	6093	value	multipole_real	-1.9377820193767548E-002	-1.4086212217807770E-001
full_grid	6093	value	multipole_imag	-3.1642939575249329E-005	-3.1642997782910243E-005
full_grid	6094	value	multipole_real	4.7076661139726639E-003	-1.0480536147952080E-002
full_grid	6094	value	multipole_imag	7.5131971755126870E-009	7.5132264854005371E-009
full_grid	6095	value	multipole_real	-4.1944440454244614E-006	-2.2261196281760931E-003
full_grid	6096	value	multipole_real	-1.5579280443489552E-007	-3.7448300281539559E-004
full_grid	6099	value	multipole_real	-1.6987776756286621E-001	-1.7842501401901245E+000
full_grid	6099	value	multipole_imag	-2.0617738482542336E-004	-2.0617773407138884E-004
full_grid	6100	value	multipole_real	-4.2421445250511169E-003	-1.2688295543193817E-001
full_grid	6100	value	multipole_imag	-4.3801017568512179E-007	-4.3801125571008015E-007
full_grid	6101	value	multipole_real	-1.6670674085617065E-006	-1.9162906333804131E-002
full_grid	6102	value	multipole_real	-2.0954757928848267E-008	-3.3890875056385994E-003
full_grid	6103	value	multipole_real	1.5619655609130859E+001	-1.9835556030273438E+001
full_grid	6103	value	multipole_imag	-1.6983101367950439E+000	-1.6983094215393066E+000
full_grid	6104	value	multipole_real	5.2855610847473145E-002	-1.4458215236663818E+000
full_grid	6104	value	multipole_imag	4.5537878759205341E-003	4.5537916012108326E-003
full_grid	6105	value	multipole_real	-2.0587056875228882E-002	-2.4184674024581909E-001
full_grid	6105	value	multipole_imag	-5.4327872931025922E-005	-5.4327960242517292E-005
full_grid	6106	value	multipole_real	2.6005133986473083E-004	-3.8807231932878494E-002
full_grid	6106	value	multipole_imag	2.7819833547937378E-008	2.7819902825854115E-008
full_grid	6107	value	multipole_real	2.9802322387695312E-008	-7.6751881279051304E-003
full_grid	6108	value	multipole_real	4.6566128730773926E-010	-1.6088389093056321E-003
full_grid	6110	value	multipole_real	2.0412898063659668E+000	-1.9047518968582153E+000
full_grid	6110	value	multipole_imag	1.2425049208104610E-002	1.2425057590007782E-002
full_grid	6111	value	multipole_real	-2.5849148631095886E-002	-2.1190096437931061E-001
full_grid	6111	value	multipole_imag	-2.4438895707135089E-005	-2.4438941181870177E-005
full_grid	6112	value	multipole_real	-1.4954214915633202E-002	-3.5098597407341003E-002
full_grid	6112	value	multipole_imag	-1.2117826031499135E-007	-1.2117845926695736E-007
full_grid	6113	value	multipole_real	-7.9558230936527252E-007	-2.7814477216452360E-003
full_grid	6114	value	multipole_real	-1.0913936421275139E-008	-4.4909815187565982E-004
full_grid	6116	value	multipole_real	-6.6063427925109863E-001	2.1262898445129395E+000
full_grid	6116	value	multipole_imag	-6.6970037296414375E-003	-6.6970107145607471E-003
full_grid	6117	value	multipole_real	7.6945945620536804E-003	1.1608273535966873E-001
full_grid	6117	value	multipole_imag	2.6076500944327563E-005	2.6076548238052055E-005
full_grid	6118	value	multipole_real	-1.4397688210010529E-004	1.5370397828519344E-002
full_grid	6118	value	multipole_imag	-1.1018610024393638E-008	-1.1018640222459908E-008
full_grid	6119	value	multipole_real	-5.2689574658870697E-007	2.2119493223726749E-003
full_grid	6120	value	multipole_real	-7.2468537837266922E-009	3.7461810279637575E-004
full_grid	6123	value	multipole_real	-1.4430999755859375E-001	-2.5241093635559082E+000
full_grid	6123	value	multipole_imag	-1.7039540398400277E-004	-1.7039566591847688E-004
full_grid	6124	value	multipole_real	7.8316330909729004E-003	-1.7835479974746704E-001
full_grid	6124	value	multipole_imag	-5.1306628279235156E-008	-5.1306759729641271E-008
full_grid	6125	value	multipole_real	5.0906091928482056E-006	-2.9066868126392365E-002
full_grid	6126	value	multipole_real	6.3795596361160278E-008	-5.1607941277325153E-003
full_grid	6127	value	multipole_real	1.1747946166992188E+002	-2.3948518753051758E+001
full_grid	6127	value	multipole_imag	1.2815341949462891E+000	1.2815318107604980E+000
full_grid	6128	value	multipole_real	-7.1888446807861328E-002	-2.3257412910461426E+000
full_grid	6129	value	multipole_real	-3.0730307102203369E-002	-3.6437624692916870E-001
full_grid	6129	value	multipole_imag	3.6441393604036421E-005	3.6441440897760913E-005
full_grid	6130	value	multipole_real	-1.1437796056270599E-003	-6.0246866196393967E-002
full_grid	6130	value	multipole_imag	-3.6767733035958372E-007	-3.6767826827599492E-007
full_grid	6131	value	multipole_real	-9.1269612312316895E-008	-1.1649035848677158E-002
full_grid	6132	value	multipole_real	1.8277205526828766E-007	-2.4495355319231749E-003
full_grid	6134	value	multipole_real	1.9085841178894043E+000	-5.3090052604675293E+000
full_grid	6134	value	multipole_imag	2.8471535071730614E-002	2.8471553698182106E-002
full_grid	6135	value	multipole_real	5.2190050482749939E-002	-2.1750646829605103E-001
full_grid	6135	value	multipole_imag	-1.4683281733596232E-005	-1.4683310837426689E-005
full_grid	6136	value	multipole_real	4.9026962369680405E-003	-2.5785177946090698E-002
full_grid	6136	value	multipole_imag	-7.4175341424620456E-009	-7.4175598996362169E-009
full_grid	6137	value	multipole_real	6.3794199377298355E-005	-4.1565676219761372E-003
full_grid	6138	value	multipole_real	1.0896474123001099E-007	-6.8447075318545103E-004
full_grid	6140	value	multipole_real	5.9110803604125977E+000	1.2659915924072266E+001
full_grid	6141	value	multipole_real	4.9642786383628845E-002	1.6884642839431763E-001
