call_id	energy_index	family	branch	legacy_l	form_selector	energy_mev	multipole_real	multipole_imag
120	1	5	1	4	134	1.9422999572753906E+002	-2.2001625597476959E-001	-5.4245433602773119E-006
120	1	5	1	5	3	1.9422999572753906E+002	-4.1025117039680481E-002	-3.8554706094373614E-008
120	1	5	1	6	3	1.9422999572753906E+002	-8.9487945660948753E-003	-4.6364587169556160E-010
120	1	5	2	1	135	1.9422999572753906E+002	-1.7681074142456055E+001	-1.9516286849975586E+000
120	1	5	2	2	134	1.9422999572753906E+002	-1.6709196567535400E+000	1.1663803830742836E-002
120	1	5	2	3	134	1.9422999572753906E+002	-3.3675795793533325E-001	-2.8107262915000319E-004
120	1	5	2	4	134	1.9422999572753906E+002	-6.6730394959449768E-002	2.9630962217197521E-007
120	1	5	2	5	3	1.9422999572753906E+002	-1.6322137787938118E-002	-1.6811801728522369E-008
120	1	5	2	6	3	1.9422999572753906E+002	-4.2357100173830986E-003	-6.6180443070162909E-011
120	1	6	1	1	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	6	1	2	134	1.9422999572753906E+002	-2.4155189990997314E+000	2.9551427811384201E-002
120	1	6	1	3	134	1.9422999572753906E+002	-3.4168961644172668E-001	-1.7923777340911329E-004
120	1	6	1	4	134	1.9422999572753906E+002	-6.2932908535003662E-002	-1.5516836811002577E-006
120	1	6	1	5	25	1.9422999572753906E+002	-6.4008468762040138E-003	-6.0154063952211345E-009
120	1	6	1	6	3	1.9422999572753906E+002	-1.2814723886549473E-003	-6.6394348352538657E-011
120	1	6	2	1	0	1.9422999572753906E+002	0.0000000000000000E+000	0.0000000000000000E+000
120	1	6	2	2	134	1.9422999572753906E+002	2.5840191841125488E+000	-1.8037667497992516E-002
120	1	6	2	3	134	1.9422999572753906E+002	1.6884094476699829E-001	1.4092185301706195E-004
120	1	6	2	4	134	1.9422999572753906E+002	2.8641598299145699E-002	-1.2718014374968334E-007
120	1	6	2	5	25	1.9422999572753906E+002	5.0822338089346886E-003	5.2347011170184032E-009
120	1	6	2	6	3	1.9422999572753906E+002	1.0692172218114138E-003	1.6705881469847306E-011
121	1	1	1	1	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	1	1	2	0	1.9435000610351562E+002	0.0000000000000000E+000	0.0000000000000000E+000
121	1	1	1	3	134	1.9435000610351562E+002	-3.5914871692657471E+000	-8.9776713866740465E-004
121	1	1	1	4	134	1.9435000610351562E+002	-3.0682760477066040E-001	-3.7714573863922851E-007
